0.000000,0.000000,0.000000,-208.000000,-1359.000000,-1.000000,296816.000000,1939293.000000,1427.000000
208.000000,1359.000000,1.000000,0.000000,0.000000,0.000000,-405184.000000,-2647332.000000,-1948.000000
0.000000,0.000000,0.000000,-208.000000,-1365.000000,-1.000000,298064.000000,1956045.000000,1433.000000
208.000000,1365.000000,1.000000,0.000000,0.000000,0.000000,-405184.000000,-2659020.000000,-1948.000000
0.000000,0.000000,0.000000,-258.000000,-1365.000000,-1.000000,368682.000000,1950585.000000,1429.000000
258.000000,1365.000000,1.000000,0.000000,0.000000,0.000000,-513936.000000,-2719080.000000,-1992.000000
0.000000,0.000000,0.000000,-621.000000,-2159.000000,-1.000000,1363716.000000,4741164.000000,2196.000000
621.000000,2159.000000,1.000000,0.000000,0.000000,0.000000,-1429542.000000,-4970018.000000,-2302.000000
0.000000,0.000000,0.000000,-184.000000,-2039.000000,-1.000000,378120.000000,4190145.000000,2055.000000
184.000000,2039.000000,1.000000,0.000000,0.000000,0.000000,-349232.000000,-3870022.000000,-1898.000000
0.000000,0.000000,0.000000,-1067.000000,-2154.000000,-1.000000,2374075.000000,4792650.000000,2225.000000
1067.000000,2154.000000,1.000000,0.000000,0.000000,0.000000,-2979064.000000,-6013968.000000,-2792.000000
0.000000,0.000000,0.000000,-1101.000000,-2091.000000,-1.000000,2378160.000000,4516560.000000,2160.000000
1101.000000,2091.000000,1.000000,0.000000,0.000000,0.000000,-3119133.000000,-5923803.000000,-2833.000000
0.000000,0.000000,0.000000,-1036.000000,-2181.000000,-1.000000,2334108.000000,4913793.000000,2253.000000
1036.000000,2181.000000,1.000000,0.000000,0.000000,0.000000,-2852108.000000,-6004293.000000,-2753.000000
0.000000,0.000000,0.000000,-1020.000000,-2154.000000,-1.000000,2266440.000000,4786188.000000,2222.000000
1020.000000,2154.000000,1.000000,0.000000,0.000000,0.000000,-2789700.000000,-5891190.000000,-2735.000000
0.000000,0.000000,0.000000,-586.000000,-2155.000000,-1.000000,1283340.000000,4719450.000000,2190.000000
586.000000,2155.000000,1.000000,0.000000,0.000000,0.000000,-1329634.000000,-4889695.000000,-2269.000000
0.000000,0.000000,0.000000,-199.000000,-1360.000000,-1.000000,284371.000000,1943440.000000,1429.000000
199.000000,1360.000000,1.000000,0.000000,0.000000,0.000000,-385861.000000,-2637040.000000,-1939.000000
0.000000,0.000000,0.000000,-1076.000000,-2195.000000,-1.000000,2443596.000000,4984845.000000,2271.000000
1076.000000,2195.000000,1.000000,0.000000,0.000000,0.000000,-3013876.000000,-6148195.000000,-2801.000000
0.000000,0.000000,0.000000,-147.000000,-2019.000000,-1.000000,299145.000000,4108665.000000,2035.000000
147.000000,2019.000000,1.000000,0.000000,0.000000,0.000000,-274449.000000,-3769473.000000,-1867.000000
0.000000,0.000000,0.000000,-1028.000000,-2212.000000,-1.000000,2350008.000000,5056632.000000,2286.000000
1028.000000,2212.000000,1.000000,0.000000,0.000000,0.000000,-2818776.000000,-6065304.000000,-2742.000000
0.000000,0.000000,0.000000,-1219.000000,-1799.000000,-1.000000,2241741.000000,3308361.000000,1839.000000
1219.000000,1799.000000,1.000000,0.000000,0.000000,0.000000,-3637496.000000,-5368216.000000,-2984.000000
0.000000,0.000000,0.000000,-1124.000000,-1779.000000,-1.000000,2041184.000000,3230664.000000,1816.000000
1124.000000,1779.000000,1.000000,0.000000,0.000000,0.000000,-3221384.000000,-5098614.000000,-2866.000000
0.000000,0.000000,0.000000,-1218.000000,-1812.000000,-1.000000,2258172.000000,3359448.000000,1854.000000
1218.000000,1812.000000,1.000000,0.000000,0.000000,0.000000,-3630858.000000,-5401572.000000,-2981.000000
