2075.000000,1581.000000,1083.000000,1604.000000
2153.000000,1641.000000,1161.000000,1666.000000
2178.000000,1570.000000,1182.000000,1597.000000
2098.000000,1582.000000,1105.000000,1606.000000
2151.000000,1642.000000,1158.000000,1668.000000
2088.000000,1885.000000,1103.000000,1905.000000
2085.000000,1886.000000,1100.000000,1905.000000
2136.000000,1846.000000,1149.000000,1866.000000
2002.000000,1874.000000,1019.000000,1893.000000
2054.000000,1885.000000,1070.000000,1904.000000
2076.000000,1176.000000,1073.000000,1206.000000
2062.000000,1773.000000,1074.000000,1793.000000
2037.000000,1778.000000,1051.000000,1799.000000
2135.000000,1828.000000,1147.000000,1848.000000
2179.000000,1368.000000,1176.000000,1399.000000
1424.000000,1755.000000,398.000000,1766.000000
2031.000000,1453.000000,1036.000000,1477.000000
2205.000000,1838.000000,1215.000000,1859.000000
2095.000000,1754.000000,1108.000000,1776.000000
2113.000000,1856.000000,1127.000000,1875.000000
2093.000000,1771.000000,1106.000000,1791.000000
2374.000000,1934.000000,1370.000000,1949.000000
2091.000000,1871.000000,1106.000000,1892.000000
2235.000000,1928.000000,1242.000000,1944.000000
1982.000000,1871.000000,998.000000,1889.000000
1423.000000,1755.000000,396.000000,1767.000000
1906.000000,1680.000000,918.000000,1699.000000
2058.000000,1886.000000,1075.000000,1905.000000
2048.000000,1453.000000,1053.000000,1476.000000
2137.000000,1868.000000,1150.000000,1887.000000
2104.000000,1863.000000,1119.000000,1881.000000
1534.000000,1714.000000,522.000000,1724.000000
2141.000000,1403.000000,1142.000000,1433.000000
2163.000000,1819.000000,1174.000000,1841.000000
2166.000000,1363.000000,1165.000000,1396.000000
1984.000000,1870.000000,1001.000000,1890.000000
2006.000000,1699.000000,1020.000000,1720.000000
1539.000000,1633.000000,524.000000,1639.000000
1506.000000,1733.000000,491.000000,1744.000000
2387.000000,1929.000000,1383.000000,1944.000000
2041.000000,1862.000000,1057.000000,1881.000000
1535.000000,1718.000000,524.000000,1729.000000
2155.000000,1900.000000,1167.000000,1917.000000
2052.000000,1870.000000,1068.000000,1891.000000
2387.000000,1935.000000,1382.000000,1950.000000
2036.000000,1854.000000,1051.000000,1873.000000
1543.000000,1659.000000,530.000000,1668.000000
1506.000000,1724.000000,491.000000,1735.000000
2036.000000,1861.000000,1051.000000,1881.000000
1553.000000,1625.000000,539.000000,1630.000000
1412.000000,1750.000000,382.000000,1761.000000
2405.000000,1935.000000,1398.000000,1950.000000
1906.000000,1684.000000,919.000000,1702.000000
2042.000000,1856.000000,1058.000000,1877.000000
1511.000000,1731.000000,496.000000,1743.000000
2037.000000,1865.000000,1053.000000,1884.000000
1550.000000,1635.000000,537.000000,1643.000000
2052.000000,1854.000000,1067.000000,1875.000000
1521.000000,1722.000000,508.000000,1733.000000
2141.000000,1871.000000,1154.000000,1890.000000
2133.000000,1888.000000,1146.000000,1906.000000
2030.000000,1872.000000,1047.000000,1890.000000
2128.000000,1886.000000,1140.000000,1905.000000
2134.000000,1886.000000,1146.000000,1905.000000
2032.000000,1861.000000,1048.000000,1879.000000
1557.000000,1635.000000,545.000000,1640.000000
2084.000000,1828.000000,1099.000000,1848.000000
